id	scientific	en	fi	raw	category	energy	fat	sugar	fiber
34230	DIPLOTAXIS MURALIS	WILD ROCKET, SAND ROCKET	VILLIRUCOLA, PIKKUHIETASINAPPI	true	Kasvikset	27.703154875717015	0.66	2.049	1.6
34231	LACTICA SATIVA	GARDEN LETTUCE	JÄÄSALAATTI	true	Kasvikset	11.3934034416826	0.121	0.762	1
34232	CICHORIUM INTYBUS VAR. FOLIOSUM	RADICCHIO	PUNASALAATTI, PUNASIKURI	true	Kasvikset	22.246653919694072	0.172	2.231	1.1
34233	LACTUCA SATIVA VAR. LONGIFOLIA	ROMAINE LETTUCE	ROOMANSALAATTI, SIDESALAATTI	true	Kasvikset	20.272466539196937	0.19	1.851	1.8
34234	ALLIUM CEPA	ONION, RED ONION	SIPULI, PUNASIPULI	true	Kasvikset	33.69502868068833	0.114	3.586	1.98
34235	RAPHANUS SATIVUS VAR. LONGIPINNATUS	RADISH, WHITE	VALKORETIKKA	true	Kasvikset	24.737093690248564	0.032	3.074	1.6
34236	PISUM SATIVUM	PEA SHOOT	HERNEENVERSO	true	Kasvikset	21.97657743785851	0.438	0.278	1.6
34237	VALERIANELLE LOCUSTA	CORN SALAD, LAMB'S LETTUCE	VUONANKAALI	true	Kasvikset	15.043021032504779	0.285	0.2	1.8
34238	CORIANDRUM SATIVUM	CORIANDER, FRESH	KORIANTERI, TUORE	true	Kasvikset	20.901051625239006	0.403	0.405	2.8
34239	LACTARIUS TRIVIALIS	NORTHERN MILKCAP	HAAPAROUSKU	true	Kasvikset	15.95602294455067	0.502	0.25	1.5
34240	CANTHARELLUS TUBAEFORMIS	FUNNEL CHANTERELLE	SUPPILOVAHVERO	true	Kasvikset	24.122848948374763	0.838	0.25	3.22
34241	LACTARIUS TORMINOSUS	WOOLLY MILKCAP	KARVAROUSKU	true	Kasvikset	15.752868068833651	0.502	0.2	1.5
34242	TRITICUM AESTIVUM	FLOUR, WHEAT FLOUR, SEMI-COARSE, V600	JAUHO, LEIVONTAVEHNÄJAUHO V600	true	Viljat	347.04110898661565	1.27	0.502	3.5
34243	VICIA FABA	BEAN, BROAD BEAN, FAVA BEAN, FRESH	PAPU, HÄRKÄPAPU, TUORE	true	Palkokasvit ja pähkinät	102.47131931166348	0.602	1.633	4.2
34244	PISUM SATIVUM VAR. MACROCARPON	SUGAR SNAP PEAS, FRESH	HERNE, SOKERIHERNE, TUORE	true	Palkokasvit ja pähkinät	41.84273422562141	0.137	3.911	2.2
34245	SESAMUM INDICUM	SESAME SEED, WHITE, WITHOUT HULL	SEESAMINSIEMEN, VALKOINEN, KOKONAINEN, KUORITTU	false	Palkokasvit ja pähkinät	654.8781070745698	59.7	0.971	11.3
34246	SECALE CEREALE	FLOUR, RYE, WHOLEGRAIN RYE FLOUR R800	JAUHO, TÄYSJYVÄRUISJAUHO R800	true	Viljat	323.2982791586998	2.56	1.888	16
34247	SECALE CEREALE	FLOUR, RYE, WHOLEGRAIN RYE FLOUR R1000	JAUHO, TÄYSJYVÄRUISJAUHO R1000	true	Viljat	312.85850860420646	1.81	1.801	16
34248	HARDEUM VULGARE	FLOUR, BARLEY, WHOLE GRAIN BARLEY FLOUR	JAUHO, TÄYSJYVÄOHRAJAUHO	true	Viljat	355.50908221797323	2.45	1.808	7.6
34249	TRITICUM AESTIVUM	FLOUR, COARSE WHEAT FLOUR	JAUHO, ERIKOISVEHNÄJAUHO, VÄHITTÄISKAUPPA	true	Viljat	370.8914913957935	1.27	1.572	3.5
34361	MANGIFERA INDICA	MANGO, WITHOUT SKIN	MANGO, KUORITTU	true	Hedelmät	66.95984703632888	0.38	7.88	1.6
34694	CARICA PAPAYA	PAPAYA, WITHOUT SKIN	PAPAIJA, KUORITTU	true	Hedelmät	39.23279158699809	0.26	7.82	1.7
34847	SALVIA HISPANICA	CHIA SEED	CHIANSIEMEN	false	Palkokasvit ja pähkinät	459.4168260038241	33.9	0	34.4
34971	AVENA SATIVA	OAT, COARSE-GROUND OAT, KAURAKUITUNEN	KAURAKUITUNEN, KAURAROUHE	true	Viljat	256.99091778202677	3.3	0.567	69.7
35220	CANNABIS SATIVA	HEMP SEED, WITHOUT HULL	HAMPUNSIEMEN, KUORITTU	true	Palkokasvit ja pähkinät	625.3154875717017	53.6	1.36	4
35221	PAPAVER SOMNIFERUM	POPPY SEED	UNIKONSIEMEN, KOKONAINEN	false	Palkokasvit ja pähkinät	545.1314531548757	45.9	2.99	19.5
35513	LINUM USITATISSIMUS	LINSEED, CRUSHED, ROASTED, VALO24	PELLAVANSIEMENROUHE, PAAHDETTU, VALO24	false	Palkokasvit ja pähkinät	563.3150095602294	48	1.418	23.7
35581	SUILLUS VARIEGATUS	VELVET BOLETE	KANGASTATTI	true	Kasvikset	18.65439770554493	0.54	0.66	3.2
35582	ALBATRELLUS OVINUS	FOREST LAMB MUSHROOM, SHEEP POLYPORE	LAMPAANKÄÄPÄ	true	Kasvikset	23.960325047801145	0.98	0.27	3.6
35583	LECCINUM SPP.	BOLETE	PUNIKKITATTI	true	Kasvikset	27.791586998087954	0.55	1.69	3.3
35584	PICEA ABIES	SPRUCE BUD	KUUSENKERKKÄ	true	Kasvikset	33.62810707456978	0.5	0.55	7.2
35585	EPILOBIUM ANGUSTIFOLIUM	ROSEBAY WILLOW HERB OR FIREWEED, SHOOT	MAITOHORSMA, VERSO	true	Kasvikset	45.55927342256214	0.7	1.21	7.5
35586	TARAXACUM SPP.	DANDELION, LEAF	VOIKUKKA, LEHTI, VOIKUKAN LEHTI	true	Kasvikset	37.903919694072655	0.2	2.02	7.7
35587	TARAXACUM SPP.	DANDELION, BUD	VOIKUKKA, NUPPU, VOIKUKAN NUPPU	true	Kasvikset	48.39388145315487	1.2	1.79	8.2
35588	AEGOPODIUM PODAGRARIA	GOUTWEED, GROUND ELDER, HERB GERARD, LEAF	VUOHENPUTKI, LEHTI	true	Kasvikset	40.2868068833652	0.3	0.93	9.1
35589	RIBES NIGRUM	BLACK CURRANT, LEAF	MUSTAHERUKKA, LEHTI, MUSTAHERUKAN LEHTI	true	Kasvikset	63.66156787762906	0.7	2.33	11.4
35591	VACCINIUM ULIGINOSUM	BOG BILBERRY, BOG WHORTLEBERRY	JUOLUKKA	true	Hedelmät	38.47036328871893	0.73	6.2	2.4
35592	ARONIA MITSCHURINII	CHOKEBERRY	MARJA-ARONIA	true	Hedelmät	56.08269598470363	0.63	5.7	5.2
35596	VACCINIUM CORYMBOSUM	BLUEBERRY	MUSTIKKA, PENSASMUSTIKKA	true	Hedelmät	61.49378585086043	0.35	12.37	3.3
35602	EMPETRUM NIGRUM	BLACK CROWBERRY	VARIKSENMARJA	true	Hedelmät	44.00812619502868	0.74	4.1	9.5
35606	ANGELICA ARCHANGELICA SSP. ARCHANGELICA	ANGELICA	VÄINÖNPUTKI	true	Kasvikset	46.92877629063097	0.3	0.95	8.6
35607	ACHILLEA MILLEFOLIUM	YARROW	SIANKÄRSÄMÖ	true	Kasvikset	56.477055449330784	0.3	0.1	12
35615	JUNIPERUS COMMUNIS	JUNIPER BERRY	KATAJANMARJA	true	Hedelmät	248.01625239005736	4.9	25	45
