FOODID;EUFDNAME;BESTLOC;ACQTYPE;METHTYPE;METHIND
30616;PSACNCS;0;S;R;MI0002
30616;FOL;0;S;R;MI0002
30616;NIAEQ;0;S;R;MI0002
30616;NIA;0;S;R;MI0002
30616;VITPYRID;0;S;R;MI0002
30616;RIBF;0;S;R;MI0002
30616;THIA;0;S;R;MI0002
30616;VITA;800;L;E;MIR003
30616;RETOL;800;L;E;MIR003
30616;CAROTENS;0;S;R;MI0002
30616;CARTB;0;S;R;MI0002
30616;VITB12;0;S;R;MI0002
30616;VITC;0;S;R;MI0002
30616;VITD;10;L;E;MIR003
30616;VITE;7;S;S;MI0368
30616;VITK;46,500;S;R;MI0002
30616;CA;13,64;S;R;MI0002
30616;CR;0,01;S;R;MI0002
30616;CU;0,0063;S;R;MI0002
30616;FD;0,005;S;R;MI0002
30616;FE;0,005;S;R;MI0002
30616;ID;0,07;S;R;MI0002
30616;K;12,10;S;R;MI0002
30616;MG;2,150;S;R;MI0002
30616;MN;0,0007;S;R;MI0002
30616;MO;0;S;R;MI0002
30616;NA;353,25;L;E;MIR003
30616;NACL;900,08;S;T;MIR005
30616;NT;0,052;S;R;MI0002
30616;P;2,6;S;R;MI0002
30616;SE;0,029;S;R;MI0002
30616;ZN;0,001;S;R;MI0002
30616;FAFRE;36,767;S;S;MI0202
30616;FACIDCTG;38,458;S;T;MIR005
30616;FAPU;8,739;S;R;MI0002
30616;FAMCIS;17,7784;S;R;MI0002
30616;FASAT;10,1091;S;R;MI0002
30616;FATRN;0,0690;S;S;MIR006
30616;FAPUN3;2,7790;S;S;MI0216
30616;FAPUN6;5,947;S;R;MI0002
30616;FAS18;1,9541;S;R;MI0002
30616;F16D0T;2889,117;S;R;MI0002
30616;F18D1T;17168,240;S;R;MI0002
30616;F18D2CN6;5947,481;S;R;MI0002
30616;F18D3N3;2778,994;S;R;MI0002
30616;F20D4N6;0;S;R;MI0002
30616;F20D5N3;0;S;R;MI0002
30616;F22D6N3;0;S;R;MI0002
30616;CHOLE;0;L;P;MI1026
30616;STERT;221,41;S;R;MI0002
30616;TRP;5,3;S;R;MI0002
30616;MYRIC;0;S;R;MI0002
30616;QUERCE;0;S;R;MI0002
30617;ENERC;2590,00;S;S;MI0107
30617;FAT;70;I;A;MIR003
30617;CHOAVL;0;S;S;MI0181
30617;CHOCDF;0;S;R;MI0002
30617;PROT;0;S;R;MI0002
30617;ALC;0;S;R;MI0002
30617;ASH;0,713;S;R;MI0002
30617;WATER;29,29;S;R;MI0002
30617;OA;0;S;R;MI0002
30617;SUGOH;0;S;R;MI0002
30617;SUGAR;0;S;S;MI0151
30617;FRUS;0;S;R;MI0002
30617;GALS;0;S;R;MI0002
30617;GLUS;0;S;R;MI0002
30617;LACS;0;S;S;MIR003
30617;MALS;0;S;R;MI0002
30617;SUCS;0;S;R;MI0002
30617;STARCH;0;S;R;MI0002
30617;FIBC;0;S;R;MI0002
30617;FIBT;0;S;R;MI0002
30617;FIBINS;0;S;R;MI0002
30617;PSACNCS;0;S;R;MI0002
30617;FOL;0;S;R;MI0002
30617;NIAEQ;0;S;R;MI0002
30617;NIA;0;S;R;MI0002
30617;VITPYRID;0;S;R;MI0002
30617;RIBF;0;S;R;MI0002
30617;THIA;0;S;R;MI0002
30617;VITA;800;L;P;MIR003
30617;RETOL;800;L;P;MIR003
30617;CAROTENS;0,2;S;R;MI0002
30617;CARTB;0,25;S;R;MI0002
30617;VITB12;0;S;R;MI0002
30617;VITC;0;S;R;MI0002
30617;VITD;20;L;P;MIR003
30617;VITE;10;L;P;MIR003
30617;VITK;44,157;S;R;MI0002
30617;CA;2,49;S;R;MI0002
30617;CR;0;S;R;MI0002
30617;CU;0,0027;S;R;MI0002
30617;FD;0,003;S;R;MI0002
30617;FE;0,146;S;R;MI0002
30617;ID;0,03;S;R;MI0002
30617;K;0,26;S;R;MI0002
30617;MG;0,980;S;R;MI0002
30617;MN;0,0002;S;R;MI0002
30617;MO;0;S;R;MI0002
30617;NA;275;L;P;MIR003
30617;NACL;700,70;S;T;MIR005
30617;NT;0;S;R;MI0002
30617;P;0,5;S;R;MI0002
30617;SE;0,015;S;R;MI0002
30617;ZN;0,001;S;R;MI0002
30617;FAFRE;68,978;S;S;MI0202
30617;FACIDCTG;73,0381;S;T;MIR005
30617;FAPU;16,295;S;S;MI0213
30617;FAMCIS;31,4104;S;S;MI0210
30617;FASAT;21,0180;S;S;MI0209
30617;FATRN;0,2545;S;S;MIR006
30617;FAPUN3;5,4271;S;S;MI0216
30617;FAPUN6;10,8678;S;S;MIR006
30617;FAS18;1,6954;S;S;MIR006
30617;F16D0T;9747,780;S;S;MIR006
30617;F18D1T;30362,641;S;S;MIR006
30617;F20D4N6;0;S;U;MIR007
30617;F20D5N3;0;S;U;MIR007
30617;F22D6N3;0;S;U;MIR007
30617;CHOLE;0;L;P;MI1026
30617;STERT;228,53;S;R;MI0002
30617;TRP;0;S;R;MI0002
30617;MYRIC;0;S;R;MI0002
30617;QUERCE;0;S;R;MI0002
30619;ENERC;2270,60;S;S;MI0107
30619;FAT;61;D;AG;MI1302
30619;CHOAVL;0,5;L;P;MIR003
30619;CHOCDF;0;S;S;MI0131
30619;PROT;0,3;D;S;MI0123
30619;ALC;0;S;U;MIR007
30619;ASH;1,1;D;AG;MI1018
30619;WATER;37,7;D;AG;MI1103
30619;OA;0;S;U;MIR007
30619;SUGOH;0;S;U;MIR007
30619;SUGAR;0,5;L;P;MIR003
30619;FRUS;0;S;U;MIR007
30619;GALS;0;S;U;MIR007
30619;GLUS;0;S;U;MIR007
30619;LACS;0,5;L;P;MIR003
30619;MALS;0;S;U;MIR007
30619;SUCS;0;S;U;MIR007
30619;STARCH;0;S;U;MIR007
30619;FIBC;0;S;U;MIR007
30619;FIBT;0;S;U;MIR007
30619;FIBINS;0;S;U;MIR007
30619;PSACNCS;0;S;U;MIR007
30619;FOL;0,07;S;R;MI0002
30619;NIAEQ;0,005;S;R;MI0002
30619;NIA;0,000;S;R;MI0002
30619;VITPYRID;0,00;S;R;MI0002
30619;RIBF;0,001;S;R;MI0002
30619;THIA;0,0002;S;R;MI0002
30619;VITA;800;L;P;MIR003
30619;RETOL;800;L;P;MIR003
30619;CAROTENS;0;S;S;MI0302
30619;CARTB;0;S;U;MIR007
30619;VITB12;0,00;S;R;MI0002
30619;VITC;0,00;S;R;MI0002
30619;VITD;17;D;AG;MI1137
30619;VITE;9,2;D;AG;MI1137
30619;VITK;47,594;S;R;MI0002
30619;CA;4,74;S;R;MI0002
30619;CR;0,00;S;R;MI0002
30619;CU;0,0051;S;R;MI0002
30619;FD;0,003;S;R;MI0002
30619;FE;0,070;S;R;MI0002
30619;ID;0,15;S;R;MI0002
30619;K;1,33;S;R;MI0002
30619;MG;1,880;S;R;MI0002
30619;MN;0,0003;S;R;MI0002
30619;MO;0,0000;S;R;MI0002
30619;NA;392,5;L;P;MIR003
30619;NACL;1000,09;S;T;MIR005
30619;NT;0,048;D;AG;MIR002
30619;P;1,4;S;R;MI0002
30619;SE;0,033;S;R;MI0002
30619;ZN;0,003;S;R;MI0002
30619;FAFRE;58,779;S;S;MI0202
30619;FACIDCTG;62,4518;S;T;MIR005
30619;FAPU;13,702;S;S;MI0213
30619;FAMCIS;29,6460;S;S;MI0210
30619;FASAT;15,4310;S;S;MI0209
30619;FATRN;0;S;S;MIR006
30619;FAPUN3;4,37;D;AG;MI1182
30619;FAPUN6;9,332;S;S;MIR006
30619;FAS18;1,0280;S;S;MIR006
30619;F16D0T;7903,000;S;S;MIR006
30619;F18D1T;29067,000;S;S;MIR006
30619;F18D2CN6;9332;D;AG;MI1182
30619;F18D3N3;4297;D;AG;MI1182
30619;F20D4N6;0;S;U;MIR007
30619;F20D5N3;0;S;U;MIR007
30619;F22D6N3;0;S;U;MIR007
30619;CHOLE;0;L;P;MI1026
30619;STERT;238,35;S;R;MI0002
30619;TRP;0,3;S;R;MI0002
30619;MYRIC;0;S;R;MI0002
30619;QUERCE;0;S;R;MI0002
30621;ENERC;1480,00;S;S;MI0107
30621;FAT;40;I;A;MIR003
30621;CHOAVL;0;S;R;MI0002
30621;CHOCDF;0;S;R;MI0002
30621;PROT;0;S;R;MI0002
30621;ALC;0;S;R;MI0002
30621;ASH;0,928;S;R;MI0002
30621;WATER;59,07;S;R;MI0002
30621;OA;0;S;R;MI0002
30621;SUGOH;0;S;R;MI0002
30621;SUGAR;0;S;R;MI0002
30621;FRUS;0;S;R;MI0002
30621;GALS;0;S;R;MI0002
30621;GLUS;0;S;R;MI0002
30621;LACS;0;S;R;MI0002
30621;MALS;0;S;R;MI0002
30621;SUCS;0;S;R;MI0002
30621;STARCH;0;S;R;MI0002
30621;FIBC;0;S;R;MI0002
30621;FIBT;0;S;R;MI0002
30621;FIBINS;0;S;R;MI0002
30621;PSACNCS;0;S;R;MI0002
30621;FOL;0;S;R;MI0002
30621;NIAEQ;0;S;R;MI0002
30621;NIA;0;S;R;MI0002
30621;VITPYRID;0;S;R;MI0002
30621;RIBF;0;S;R;MI0002
30621;THIA;0;S;R;MI0002
30621;VITA;800;L;P;MIR003
30621;RETOL;800;L;P;MIR003
30621;CAROTENS;0;S;R;MI0002
30621;CARTB;0;S;R;MI0002
30621;VITB12;0;S;R;MI0002
30621;VITC;0;S;R;MI0002
30621;VITD;20;L;P;MIR003
30621;VITE;5;L;P;MIR003
30621;VITK;28,525;S;R;MI0002
30621;CA;3,84;S;R;MI0002
30621;CR;0;S;R;MI0002
30621;CU;0,0035;S;R;MI0002
30621;FD;0,005;S;R;MI0002
30621;FE;0,055;S;R;MI0002
30621;ID;0,04;S;R;MI0002
30621;K;0,33;S;R;MI0002
30621;MG;1,260;S;R;MI0002
30621;MN;0,0003;S;R;MI0002
30621;MO;0;S;R;MI0002
30621;NA;400;L;P;MIR003
30621;NACL;1019,20;S;T;MIR005
30621;NT;0;S;R;MI0002
30621;P;0,6;S;R;MI0002
30621;SE;0,030;S;R;MI0002
30621;ZN;0,001;S;R;MI0002
30621;FAFRE;38,963;S;S;MI0202
30621;FACIDCTG;40,755;S;T;MIR005
30621;FAPU;10,727;S;S;MI0213
30621;FAMCIS;16,3513;S;S;MI0210
30621;FASAT;11,4532;S;S;MI0209
30621;FATRN;0,4316;S;S;MIR006
30621;FAPUN3;4,7753;S;S;MI0216
30621;FAPUN6;5,9513;S;S;MIR006
30621;FAS18;0,9936;S;S;MIR006
30621;F18D1T;14398,590;S;S;MIR006
30621;F20D4N6;0;S;U;MIR007
30621;F20D5N3;0;S;U;MIR007
30621;F22D6N3;0;S;U;MIR007
30621;CHOLE;0;L;P;MI1026
30621;STERT;141,29;S;R;MI0002
30621;TRP;0;S;R;MI0002
30621;MYRIC;0;S;R;MI0002
30621;QUERCE;0;S;R;MI0002
30629;ENERC;2225,73;S;S;MI0107
30629;FAT;60;I;A;MIR003
30629;CHOAVL;0,293;S;R;MI0002
30629;CHOCDF;0,298;S;S;MI0131
30629;PROT;0,18;S;R;MI0002
30629;ALC;0;S;U;MIR007
30629;ASH;0,959;S;R;MI0002
30629;WATER;38,56;S;S;MI0142
30629;OA;0,012;S;R;MI0002
30629;SUGOH;0;S;R;MI0002
30629;SUGAR;0,293;S;R;MI0002
30629;FRUS;0;S;R;MI0002
30629;GALS;0;S;R;MI0002
30629;GLUS;0;S;R;MI0002
30629;LACS;0,293;S;R;MI0002
30629;MALS;0;S;R;MI0002
30629;SUCS;0;S;R;MI0002
30629;STARCH;0;S;U;MIR007
30629;FIBC;0;S;U;MIR007
30629;FIBT;0;S;R;MI0002
30629;FIBINS;0;S;R;MI0002
30629;PSACNCS;0;S;R;MI0002
30629;FOL;0,37;S;R;MI0002
30629;NIAEQ;0,051;S;R;MI0002
30629;NIA;0,006;S;R;MI0002
30629;VITPYRID;0,00;S;R;MI0002
30629;RIBF;0,011;S;R;MI0002
30629;THIA;0,0020;S;R;MI0002
30629;VITA;800,00;S;S;MI0324
30629;RETOL;799,9228;S;CG;MIR002
30629;CAROTENS;0,9;S;R;MI0002
30629;CARTB;0,93;S;R;MI0002
30629;VITB12;0;S;I;MIR007
30629;VITC;0,06;S;R;MI0002
30629;VITD;20;L;P;MIR003
30629;VITE;8,100;S;S;MI0368
30629;VITK;41,479;S;R;MI0002
30629;CA;10,62;S;R;MI0002
30629;CR;0,06;S;R;MI0002
30629;CU;0,0041;S;R;MI0002
30629;FD;0,004;S;R;MI0002
30629;FE;0,084;S;R;MI0002
30629;ID;0,88;S;R;MI0002
30629;K;10,09;S;R;MI0002
30629;MG;1,931;S;R;MI0002
30629;MN;0,0008;S;R;MI0002
30629;MO;0,0003;S;R;MI0002
30629;NA;360;L;P;MIR003
30629;NACL;917,28;S;T;MIR005
30629;NT;0,029;S;R;MI0002
30629;P;6,1;S;R;MI0002
30629;SE;0,193;S;R;MI0002
30629;ZN;0,028;S;R;MI0002
30629;FAFRE;57,103;S;S;MI0202
30629;FACIDCTG;60,3512;S;T;MIR005
30629;FAPU;15,391;S;S;MI0213
30629;FAMCIS;24,0910;S;S;MI0210
30629;FASAT;17,1410;S;S;MI0209
30629;FAPUN3;3,5370;S;S;MI0216
30629;FAPUN6;11,8540;S;S;MIR006
30629;FAS18;1,7090;S;S;MIR006
30629;F16D0T;10921,000;S;S;MIR006
30629;F18D1T;23804,000;S;S;MIR006
30629;F20D4N6;0;S;U;MIR007
30629;F20D5N3;0;S;U;MIR007
30629;F22D6N3;0;S;U;MIR007
30629;CHOLE;0;L;P;MI1026
30629;STERT;226,49;S;R;MI0002
30629;TRP;2,7;S;R;MI0002
30629;MYRIC;0;S;R;MI0002
30629;QUERCE;0;S;R;MI0002
30631;ENERC;2231,57;S;S;MI0107
30631;FAT;60,180;S;R;MI0002
30631;CHOAVL;0,339;S;R;MI0002
30631;CHOCDF;0,190;S;R;MI0002
30631;PROT;0,30;S;R;MI0002
30631;ALC;0;S;R;MI0002
30631;ASH;1,115;S;R;MI0002
30631;WATER;38,26;S;R;MI0002
30631;OA;0,006;S;R;MI0002
30631;SUGOH;0;S;R;MI0002
30631;SUGAR;0,339;S;R;MI0002
30631;FRUS;0;S;R;MI0002
30631;GALS;0;S;R;MI0002
30631;GLUS;0;S;R;MI0002
30631;LACS;0,339;S;R;MI0002
30631;MALS;0;S;R;MI0002
30631;SUCS;0;S;R;MI0002
30631;STARCH;0;S;R;MI0002
30631;FIBC;0;S;R;MI0002
30631;FIBT;0;S;R;MI0002
30631;FIBINS;0;S;R;MI0002
30631;PSACNCS;0;S;R;MI0002
30631;FOL;0,61;S;R;MI0002
30631;NIAEQ;0,028;S;R;MI0002
30631;NIA;0,003;S;R;MI0002
30631;VITPYRID;0,00;S;R;MI0002
30631;RIBF;0,006;S;R;MI0002
30631;THIA;0,0011;S;R;MI0002
30631;VITA;800,004;S;R;MI0002
30631;RETOL;799,98;S;R;MI0002
30631;CAROTENS;0,3;S;R;MI0002
30631;CARTB;0,19;S;R;MI0002
30631;VITB12;0,00;S;R;MI0002
30631;VITC;0,03;S;R;MI0002
30631;VITD;17,500;S;R;MI0002
30631;VITE;11,086;S;R;MI0002
30631;VITK;36,152;S;R;MI0002
30631;CA;7,13;S;R;MI0002
30631;CR;0,04;S;R;MI0002
30631;CU;0,0046;S;R;MI0002
30631;FD;0,004;S;R;MI0002
30631;FE;0,083;S;R;MI0002
30631;ID;0,51;S;R;MI0002
30631;K;9,82;S;R;MI0002
30631;MG;2,006;S;R;MI0002
30631;MN;0,0007;S;R;MI0002
30631;MO;0,0002;S;R;MI0002
30631;NA;387,15;S;R;MI0002
30631;NACL;986,46;S;R;MI0002
30631;NT;0,039;S;R;MI0002
30631;P;4,8;S;R;MI0002
30631;SE;0,110;S;R;MI0002
30631;ZN;0,015;S;R;MI0002
30631;FAFRE;57,356;S;R;MI0002
30631;FACIDCTG;60,640;S;R;MI0002
30631;FAPU;16,537;S;R;MI0002
30631;FAMCIS;24,9246;S;R;MI0002
30631;FASAT;15,4039;S;R;MI0002
30631;FATRN;0,2060;S;R;MI0002
30631;FAPUN3;4,0581;S;R;MI0002
30631;FAPUN6;12,469;S;R;MI0002
30631;FAS18;1,9326;S;R;MI0002
30631;F16D0T;8401,400;S;R;MI0002
30631;F18D1T;24487,000;S;R;MI0002
30631;F18D2CN6;12468,600;S;R;MI0002
30631;F18D3N3;4043,000;S;R;MI0002
30631;F20D4N6;0;S;R;MI0002
30631;F20D5N3;0;S;R;MI0002
30631;F22D6N3;0;S;R;MI0002
30631;CHOLE;0;S;R;MI0002
30631;STERT;206,96;S;R;MI0002
30631;TRP;3,6;S;R;MI0002
30631;MYRIC;0;S;R;MI0002
30631;QUERCE;0;S;R;MI0002
30633;ENERC;837,71;S;R;MI0002
30633;FAT;0,332;S;R;MI0002
30633;CHOAVL;47,730;S;R;MI0002
30633;CHOCDF;47,883;S;R;MI0002
30633;PROT;0,81;S;R;MI0002
30633;ALC;0;S;R;MI0002
30633;ASH;0,626;S;R;MI0002
30633;WATER;49,82;S;R;MI0002
30633;OA;0,959;S;R;MI0002
30633;SUGOH;0;S;R;MI0002
30633;SUGAR;47,730;S;R;MI0002
30633;FRUS;6,749;S;R;MI0002
30633;GALS;0;S;R;MI0002
30633;GLUS;5,433;S;R;MI0002
30633;LACS;0;S;R;MI0002
30633;MALS;0;S;R;MI0002
30633;SUCS;35,548;S;R;MI0002
30633;STARCH;0;S;R;MI0002
30633;FIBC;0;S;R;MI0002
30633;FIBT;0;S;R;MI0002
30633;FIBINS;0;S;R;MI0002
30633;PSACNCS;0;S;R;MI0002
30633;FOL;23,60;S;R;MI0002
30633;NIAEQ;2,864;S;S;MI0421
30633;NIA;2,7;L;P;MIR003
30633;VITPYRID;0,3;L;P;MIR003
30633;RIBF;0,040;S;R;MI0002
30633;THIA;0,21;L;P;MIR003
30633;VITA;2,136;S;R;MI0002
30633;RETOL;0;S;R;MI0002
30633;CAROTENS;73,1;S;R;MI0002
30633;CARTB;20,74;S;R;MI0002
30633;VITB12;0,15;L;P;MIR003
30633;VITC;9;L;P;MIR003
30633;VITD;0;S;R;MI0002
30633;VITE;0,258;S;R;MI0002
30633;VITK;0,280;S;R;MI0002
30633;CA;18,54;S;R;MI0002
30633;CR;5,10;S;R;MI0002
30633;CU;0,0532;S;R;MI0002
30633;FD;0,050;S;R;MI0002
30633;FE;0,398;S;R;MI0002
30633;ID;3,10;S;R;MI0002
30633;K;260,97;S;R;MI0002
30633;MG;14,070;S;R;MI0002
30633;MN;0,3692;S;R;MI0002
30633;MO;0,0120;S;R;MI0002
30633;NA;6,63;S;R;MI0002
30633;NACL;16,89;S;R;MI0002
30633;NT;0,117;S;R;MI0002
30633;P;24,0;S;R;MI0002
30633;SE;0,505;S;R;MI0002
30633;ZN;0,085;S;R;MI0002
30633;FAFRE;0,252;S;R;MI0002
30633;FACIDCTG;0,263;S;R;MI0002
30633;FAPU;0,166;S;R;MI0002
30633;FAMCIS;0,0343;S;R;MI0002
30633;FASAT;0,0510;S;R;MI0002
30633;FATRN;0;S;R;MI0002
30633;FAPUN3;0,0318;S;R;MI0002
30633;FAPUN6;0,134;S;R;MI0002
30633;FAS18;0,0020;S;R;MI0002
30633;F16D0T;47,780;S;R;MI0002
30633;F18D1T;31,078;S;R;MI0002
30633;F18D2CN6;134,401;S;R;MI0002
30633;F18D3N3;31,850;S;R;MI0002
30633;F20D4N6;0;S;R;MI0002
30633;F20D5N3;0;S;R;MI0002
30633;F22D6N3;0;S;R;MI0002
30633;CHOLE;0,16;S;R;MI0002
30633;STERT;12,04;S;R;MI0002
30633;TRP;16,4;S;R;MI0002
30633;MYRIC;156,00;S;R;MI0002
30633;QUERCE;1024,96;S;R;MI0002
30634;ENERC;554,74;S;R;MI0002
30634;FAT;1,248;S;R;MI0002
30634;CHOAVL;25,104;S;R;MI0002
30634;CHOCDF;26,352;S;R;MI0002
30634;PROT;4,23;S;R;MI0002
30634;ALC;0;S;R;MI0002
30634;ASH;1,597;S;R;MI0002
30634;WATER;84,74;S;R;MI0002
30634;OA;0;S;R;MI0002
30634;SUGOH;0;S;R;MI0002
30634;SUGAR;0,189;S;R;MI0002
30634;FRUS;0,038;S;R;MI0002
30634;GALS;0;S;R;MI0002
30634;GLUS;0,076;S;R;MI0002
30634;LACS;0;S;R;MI0002
30634;MALS;0;S;R;MI0002
30634;SUCS;0,076;S;R;MI0002
30634;STARCH;24,91;S;R;MI0002
30634;FIBC;1,248;S;R;MI0002
30634;FIBT;1,134;S;R;MI0002
30634;FIBINS;0,76;S;R;MI0002
30634;PSACNCS;0,38;S;R;MI0002
30634;FOL;2,91;S;R;MI0002
30634;NIAEQ;0,901;S;R;MI0002
30634;NIA;0,332;S;R;MI0002
30634;VITPYRID;0,02;S;R;MI0002
30634;RIBF;0,021;S;R;MI0002
30634;THIA;0,0295;S;R;MI0002
30634;VITA;0,119;S;R;MI0002
30634;RETOL;0;S;R;MI0002
30634;CAROTENS;72,3;S;R;MI0002
30634;CARTB;1,58;S;R;MI0002
30634;VITB12;0;S;R;MI0002
30634;VITC;0;S;R;MI0002
30634;VITD;0;S;R;MI0002
30634;VITE;0,189;S;R;MI0002
30634;VITK;0,429;S;R;MI0002
30634;CA;13,14;S;R;MI0002
30634;CR;0,80;S;R;MI0002
30634;CU;0,0696;S;R;MI0002
30634;FD;0,033;S;R;MI0002
30634;FE;1,558;S;R;MI0002
30634;ID;23,63;S;R;MI0002
30634;K;68,40;S;R;MI0002
30634;MG;7,117;S;R;MI0002
30634;MN;0,2023;S;R;MI0002
30634;MO;0,0039;S;R;MI0002
30634;NA;367,67;S;R;MI0002
30634;NACL;936,84;S;R;MI0002
30634;NT;0,679;S;R;MI0002
30634;P;46,0;S;R;MI0002
30634;SE;2,915;S;R;MI0002
30634;ZN;0,379;S;R;MI0002
30634;FAFRE;1,069;S;R;MI0002
30634;FACIDCTG;1,118;S;R;MI0002
30634;FAPU;0,295;S;R;MI0002
30634;FAMCIS;0,3346;S;R;MI0002
30634;FASAT;0,4392;S;R;MI0002
30634;FATRN;0;S;R;MI0002
30634;FAPUN3;0,0143;S;R;MI0002
30634;FAPUN6;0,281;S;R;MI0002
30634;FAS18;0,0361;S;R;MI0002
30634;F16D0T;392,186;S;R;MI0002
30634;F18D1T;328,931;S;R;MI0002
30634;F18D2CN6;281,124;S;R;MI0002
30634;F18D3N3;14,308;S;R;MI0002
30634;F20D4N6;0;S;R;MI0002
30634;F20D5N3;0;S;R;MI0002
30634;F22D6N3;0;S;R;MI0002
30634;CHOLE;0;S;R;MI0002
30634;STERT;24,73;S;R;MI0002
30634;TRP;47,9;S;R;MI0002
30634;MYRIC;0;S;R;MI0002
30634;QUERCE;0;S;R;MI0002
30635;ENERC;566,59;S;R;MI0002
30635;FAT;1,620;S;R;MI0002
30635;CHOAVL;25,009;S;R;MI0002
30635;CHOCDF;26,252;S;R;MI0002
30635;PROT;4,21;S;R;MI0002
30635;ALC;0;S;R;MI0002
30635;ASH;1,591;S;R;MI0002
30635;WATER;84,42;S;R;MI0002
30635;OA;0;S;R;MI0002
30635;SUGOH;0;S;R;MI0002
30635;SUGAR;0,188;S;R;MI0002
30635;FRUS;0,038;S;R;MI0002
30635;GALS;0;S;R;MI0002
30635;GLUS;0,075;S;R;MI0002
30635;LACS;0;S;R;MI0002
30635;MALS;0;S;R;MI0002
30635;SUCS;0,075;S;R;MI0002
30635;STARCH;24,82;S;R;MI0002
30635;FIBC;1,243;S;R;MI0002
30635;FIBT;1,130;S;R;MI0002
30635;FIBINS;0,75;S;R;MI0002
30635;PSACNCS;0,38;S;R;MI0002
30635;FOL;2,90;S;R;MI0002
30635;NIAEQ;0,898;S;R;MI0002
30635;NIA;0,330;S;R;MI0002
30635;VITPYRID;0,02;S;R;MI0002
30635;RIBF;0,021;S;R;MI0002
30635;THIA;0,0294;S;R;MI0002
30635;VITA;0,119;S;R;MI0002
30635;RETOL;0;S;R;MI0002
30635;CAROTENS;72,0;S;R;MI0002
30635;CARTB;1,58;S;R;MI0002
30635;VITB12;0;S;R;MI0002
30635;VITC;0;S;R;MI0002
30635;VITD;0;S;R;MI0002
30635;VITE;0,211;S;R;MI0002
30635;VITK;0,458;S;R;MI0002
30635;CA;13,09;S;R;MI0002
30635;CR;0,80;S;R;MI0002
30635;CU;0,0693;S;R;MI0002
30635;FD;0,033;S;R;MI0002
30635;FE;1,553;S;R;MI0002
30635;ID;23,54;S;R;MI0002
30635;K;68,15;S;R;MI0002
30635;MG;7,090;S;R;MI0002
30635;MN;0,2016;S;R;MI0002
30635;MO;0,0039;S;R;MI0002
30635;NA;366,29;S;R;MI0002
30635;NACL;933,31;S;R;MI0002
30635;NT;0,677;S;R;MI0002
30635;P;45,9;S;R;MI0002
30635;SE;2,904;S;R;MI0002
30635;ZN;0,377;S;R;MI0002
30635;FAFRE;1,424;S;R;MI0002
30635;FACIDCTG;1,489;S;R;MI0002
30635;FAPU;0,329;S;R;MI0002
30635;FAMCIS;0,4727;S;R;MI0002
30635;FASAT;0,6217;S;R;MI0002
30635;FATRN;0;S;R;MI0002
30635;FAPUN3;0,0150;S;R;MI0002
30635;FAPUN6;0,314;S;R;MI0002
30635;FAS18;0,0522;S;R;MI0002
30635;F16D0T;554,551;S;R;MI0002
30635;F18D1T;465,545;S;R;MI0002
30635;F18D2CN6;314,341;S;R;MI0002
30635;F18D3N3;15,008;S;R;MI0002
30635;F20D4N6;0;S;R;MI0002
30635;F20D5N3;0;S;R;MI0002
30635;F22D6N3;0;S;R;MI0002
30635;CHOLE;0,01;S;R;MI0002
30635;STERT;25,00;S;R;MI0002
30635;TRP;47,7;S;R;MI0002
30635;MYRIC;0;S;R;MI0002
30635;QUERCE;0;S;R;MI0002
30636;ENERC;117,59;S;S;MI0107
30636;FAT;0;S;U;MIR003
30636;CHOAVL;0,200;S;S;MI0181
30636;CHOCDF;0,730;S;S;MIR004
30636;PROT;0;S;IG;MIR003
30636;ALC;3,7;S;P;MIR003
30636;ASH;0,100;F;E;MIR003
30636;WATER;95,47;S;CG;MIR003
30636;OA;0,53;F;E;MIR006
30636;SUGOH;0;S;U;MIR006
30636;SUGAR;0,2;L;P;MIR006
30636;FRUS;0;S;CG;MIR003
30636;GLUS;0;S;IG;MIR003
30636;LACS;0;S;U;MIR003
30636;MALS;0;S;CG;MIR003
30636;SUCS;0;S;CG;MIR003
30636;STARCH;0;S;U;MIR003
30636;FIBC;0;S;U;MIR003
30636;FIBT;0;S;S;MI0172
30636;FIBINS;0;S;U;MIR003
30636;PSACNCS;0;S;U;MIR003
30636;FOL;1,96;F;E;MIR003
30636;NIAEQ;0;S;S;MI0421
30636;NIA;0;F;E;MIR003
30636;VITPYRID;0,01;S;IG;MIR003
30636;RIBF;0;F;E;MIR003
30636;THIA;0;F;E;MIR003
30636;VITA;0;S;S;MI0324
30636;RETOL;0;F;E;MIR003
30636;CAROTENS;0;S;S;MI0302
30636;CARTB;0;S;U;MIR007
30636;VITB12;0;F;E;MIR003
30636;VITC;0;S;U;MIR003
30636;VITD;0;F;E;MIR003
30636;VITE;0;S;S;MI0368
30636;VITK;0;S;U;MIR003
30636;CA;8;S;IG;MIR003
30636;CU;0,04;S;IG;MIR003
30636;FE;0,5;S;IG;MIR003
30636;K;72;S;IG;MIR003
30636;MG;3;S;IG;MIR003
30636;MN;0;S;IG;MIR003
30636;NA;7;S;IG;MIR003
30636;NACL;17,84;S;T;MIR005
30636;NT;0;S;U;MIR007
30636;P;3;S;IG;MIR003
30636;SE;0;F;E;MIR003
30636;ZN;0;S;IG;MIR003
30636;FAFRE;0;S;S;MI0202
30636;FACIDCTG;0;S;S;MIR005
30636;FAPU;0;S;U;MI0213
30636;FAMCIS;0;S;U;MI0210
30636;FASAT;0;S;U;MI0209
